,ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
19400,2071-02-12,48,38936,543,1,1,25,20593,36,1,0,1,284,0.1237595244757089,4,0,0.17727068450656,0,0,0,26,22,1022,877,21551,32362,3244.6666666666665,0.7898561217974751,6,9589,0.234093,0.2711540013144423,841.9890996971033,0.3470276658199414,0,53.0
14917,2058-11-04,62,37698,615,0,3,36,47271,72,1,0,0,495,0.5968829790684413,6,1,0.5332222724587384,0,3,0,21,6,2222,1176,211940,12748,3141.5,0.9287120920425834,3,199192,0.2547709999999999,0.2857413900307608,1378.9430959925307,0.5965122062685121,0,55.0
10175,2045-11-10,37,19041,590,0,0,15,23450,96,1,3,1,484,0.0984803904715312,7,3,0.4132772484376954,0,0,0,29,23,1013,4102,157955,36489,1586.75,0.9042134246783384,4,121466,0.26345,0.233983059155363,542.1625084182629,0.6467071110245867,0,53.0
18578,2068-11-12,56,69716,652,0,1,32,31568,72,0,0,2,121,0.2743556748810965,4,1,0.1206709754230396,0,4,0,26,20,204,920,54219,8396,5809.666666666667,0.8668066114347127,2,45823,0.220568,0.2330900607452622,817.8936944122162,0.1616088750494376,0,44.0
2279,2024-03-29,45,54463,533,0,1,23,20924,48,1,2,0,376,0.1314966822547438,1,1,0.2900452340955383,0,0,0,23,1,7011,1851,119099,37243,4538.583333333333,0.8636493638101452,6,81856,0.249424,0.2281514319546955,668.5275773398747,0.2301439679797018,1,42.400000000000006
3624,2027-12-04,62,29688,641,0,4,44,23859,72,1,0,3,433,0.2025175438031488,3,1,0.2847108742862159,0,1,0,26,12,19217,1463,28321,48694,2474.0,0.8154835625069451,5,2630,0.218359,0.1868381670003412,553.4347030863902,0.3987205752168109,0,51.0
18299,2068-02-07,50,103310,633,0,1,31,23314,36,2,1,1,248,0.6326669541416055,1,0,0.4437230004984998,0,4,0,24,13,4777,2795,17379,59289,8609.166666666666,0.8460816985466239,3,2354,0.191814,0.1866378188072957,850.6404774953643,0.1276128712607141,1,43.2
1175,2021-03-21,36,39234,593,0,1,13,15505,12,1,2,2,272,0.0699497519422148,3,2,0.262196498194705,0,4,1,22,18,6258,260,27399,37895,3269.5,0.6081665122692178,2,5560,0.184005,0.1507285127883259,1399.988194058293,0.5113895684533699,0,58.0
857,2020-05-07,45,38652,634,0,2,25,18082,60,1,0,3,678,0.4331526109573234,0,3,0.5098225754050315,0,0,0,23,24,5041,600,38351,18129,3221.0,0.6781369279995971,4,20222,0.206082,0.1796373668887354,458.8073226285657,0.3529361448707127,1,45.6
10245,2046-01-19,33,69741,598,0,1,11,17817,36,0,1,0,329,0.4538868948791268,4,0,0.1927950021912951,0,1,0,17,5,302,3988,85972,20043,5811.75,0.6017039371219784,5,65929,0.203817,0.2098315888036864,671.1026232657963,0.172082870609678,0,51.0
12027,2050-12-06,69,38715,670,0,3,46,11703,12,2,3,0,454,0.2870368104004567,1,0,0.3165305288690556,0,0,0,33,25,6545,634,193247,4102,3226.25,0.8509831834444191,4,189145,0.141703,0.1621970442758195,1063.0403546765997,0.470217854994684,0,45.0
9335,2043-07-24,37,93644,557,0,1,13,28518,72,1,0,0,804,0.268559333546611,3,0,0.3431306324177915,0,1,0,23,23,1284,2659,57833,24183,7803.666666666667,0.8526326707783088,4,33650,0.265018,0.2360698771836389,743.9993785672484,0.1983682087779994,1,42.400000000000006
8047,2040-01-13,31,32129,504,0,3,10,19635,60,2,3,2,470,0.1397037429547771,6,1,0.4854000974792305,0,0,0,29,26,5757,281,62926,58621,2677.4166666666665,0.9608818808162162,7,4305,0.2726349999999999,0.3184249706968992,657.6585957064509,0.4211741152378664,0,56.0
19447,2071-03-31,28,43234,508,0,3,7,10692,72,2,2,2,886,0.2986152498521629,7,0,0.3386149438878197,0,0,0,24,19,2948,2194,173594,75789,3602.833333333333,0.7417364619609513,4,97805,0.271692,0.2577762711025654,293.1351212218825,0.3272799522288612,0,53.0
16044,2061-12-05,40,58652,585,0,1,13,37291,48,1,2,3,383,0.4441444185249102,3,1,0.0948489971906889,0,3,0,26,27,8607,814,108570,19160,4887.666666666667,0.6523657431280205,4,89410,0.239791,0.2412347069462401,1218.3018950149756,0.3276209292126391,0,49.0
17816,2066-10-12,34,158693,539,1,1,11,7987,96,0,0,0,304,0.4887294639408988,3,0,0.2879651765211176,0,3,0,26,26,163,4912,76728,177120,13224.416666666666,0.8941986805040751,7,5418,0.273487,0.2705094910537738,204.0534095861065,0.0384178313790354,1,43.2
5984,2034-05-21,59,50944,523,0,4,34,34142,36,1,4,0,544,0.6031716023178908,3,3,0.5356456040599454,0,3,1,25,24,2966,204,31215,13965,4245.333333333333,0.6637563436242706,6,17250,0.257642,0.2113654255552046,1288.6969546879488,0.431696832919586,0,66.0
4710,2030-11-24,32,27958,561,0,3,13,22511,36,2,0,1,1104,0.128808451860238,4,3,0.1511122995774675,0,1,0,19,2,4289,620,150382,13808,2329.833333333333,0.7631864994485583,2,136574,0.227011,0.207183168662861,844.8512320958403,0.8364766716199328,0,51.0
10061,2045-07-19,42,57225,587,0,3,18,17583,72,0,3,0,582,0.3650351579414632,1,1,0.5152962139429829,0,3,0,20,9,5868,2111,7979,24754,4768.75,0.8056549338131134,3,7227,0.239083,0.2331919619916273,455.66499446651807,0.2175968533612619,0,59.0
8723,2041-11-19,43,33767,626,0,4,21,36389,48,1,2,3,387,0.064082557562532,1,1,0.2043419988593553,0,1,0,23,5,2850,750,36130,40338,2813.9166666666665,0.9863527352286652,4,2851,0.218389,0.2350262993886375,1176.3647527175342,0.5555831738860547,0,51.0
9867,2045-01-06,41,33055,658,0,4,20,34168,72,1,0,3,477,0.1798594383940629,2,2,0.2012735617408995,0,2,0,22,25,3364,218,121228,6133,2754.583333333333,0.8349786370636105,2,115095,0.220168,0.224331584043752,867.3164321744216,0.4880289573768888,0,42.0
6288,2035-03-21,57,76300,667,0,4,33,60144,48,1,1,0,455,0.193247553071534,5,1,0.1312480634184366,0,2,0,19,22,21516,799,28416,5580,6358.333333333333,0.9339000616817856,3,22836,0.221644,0.2036351596390489,1841.8725672975568,0.3612381495094454,0,43.0
15837,2061-05-12,63,41322,633,0,3,43,11046,36,1,1,2,600,0.5208117830575011,4,0,0.1682254876349265,0,1,0,25,24,2876,4705,31249,32086,3443.5,0.698110029316169,3,8719,0.179546,0.148252323773186,381.96852880529184,0.2851658280253497,1,39.2
5503,2033-01-25,23,94044,595,0,1,0,9510,72,1,0,3,546,0.2243013131057609,3,1,0.2548311251860491,0,3,0,31,5,985,3101,34878,21484,7837.0,0.7032177188876465,4,13394,0.22701,0.2298470804098404,244.53946834829296,0.100872715113984,0,53.0
13485,2054-12-03,49,84652,547,0,1,28,18191,24,0,0,0,219,0.1797633831331125,3,2,0.4357949445506582,0,1,0,24,22,2193,1876,54881,10408,7054.333333333333,0.981015173739362,3,44473,0.219691,0.2380607640114964,960.018343403894,0.1671339143888712,1,43.2
1372,2021-10-04,23,45130,520,1,1,0,31518,60,0,2,0,409,0.4081294901179596,5,2,0.2439045334358693,0,3,0,24,21,1732,1356,38306,31208,3760.8333333333335,0.8946030488382822,6,7098,0.276518,0.2796900030752135,980.7494413864327,0.3695323132425702,0,57.0
3005,2026-03-25,23,27986,569,0,4,5,21305,12,1,2,3,201,0.1276474783309708,2,0,0.3677122956480596,0,1,1,17,2,11380,922,120998,29579,2332.1666666666665,0.9873825363257156,4,91419,0.201805,0.222514063164419,1996.6069637423775,0.9423027072432122,0,63.0
4614,2030-08-20,40,52743,562,0,1,17,20035,60,2,3,1,609,0.2832328058867102,7,1,0.1745443707164455,0,3,0,37,22,8101,214,113331,30502,4395.25,0.9348035587213446,5,82829,0.244035,0.2040519052196631,535.3320255426645,0.2603565270559501,1,38.400000000000006
11831,2050-05-24,32,40032,579,0,1,9,47106,60,3,1,1,1169,0.2350584047186406,5,1,0.4160598648261534,0,2,0,25,3,3812,982,45138,16775,3336.0,0.9357146373141652,8,28363,0.262606,0.246312694833837,1372.4589350285405,0.7618282179342147,0,60.0
5486,2033-01-08,41,43044,651,0,1,19,16679,36,2,1,3,322,0.0783957100069432,5,1,0.0876573619400055,0,0,0,15,26,5306,184,109832,11848,3587.0,0.5377088774598461,7,97984,0.176179,0.1746453843947427,598.5150628630419,0.2566253311578036,1,33.6
8329,2040-10-21,38,36838,606,1,1,17,18136,24,1,2,0,171,0.2639542190954451,4,0,0.3810509449472731,0,1,0,26,25,1906,697,17357,13350,3069.833333333333,0.8051273208612368,8,4007,0.190136,0.2014930111796585,924.3695876671268,0.3568172824801976,0,55.0
15906,2061-07-20,56,15000,591,0,1,34,10659,120,0,0,3,333,0.6531177996490525,3,1,0.3948634457032703,0,2,0,25,9,2813,1113,35709,50582,1250.0,0.7391694067712373,3,8239,0.270159,0.2744703168987753,261.1057776674339,0.4752846221339471,0,59.0
15579,2060-08-27,32,26240,588,0,3,9,29020,48,1,1,0,328,0.2922396347238428,2,1,0.2301129773515699,0,1,0,15,11,18104,1251,165271,35647,2186.6666666666665,0.9202506610827376,5,129624,0.23002,0.2070822949094626,894.076517673062,0.5588764562529247,0,50.0
15356,2060-01-17,30,19333,549,0,3,6,9366,84,2,4,2,421,0.0643929697150208,5,1,0.3883896622190635,0,3,0,18,3,938,6520,62335,13396,1611.0833333333333,0.7760161096647994,9,48939,0.259866,0.2346214988893818,227.93849801408803,0.4027963573252499,0,58.0
4274,2029-09-14,18,108993,433,0,1,0,25297,60,1,2,0,391,0.7088240094997783,4,1,0.0682728094038624,0,1,0,23,10,4676,5570,39114,5955,9082.75,0.7304583566117572,4,33159,0.313797,0.2888228303085727,801.1621077851735,0.1312556337876935,1,40.8
12588,2052-06-19,20,32491,545,0,4,0,19336,36,1,1,0,847,0.4190668173177675,1,1,0.163644301064607,0,2,0,19,26,6867,1433,27810,17300,2707.583333333333,0.8965821615665917,4,10510,0.231836,0.2137994688103899,732.2625958035225,0.583273865059317,0,52.0
16580,2063-05-25,40,15000,574,0,0,18,26897,48,0,0,3,212,0.4336565989984288,0,1,0.0782729210450701,0,1,0,16,2,916,2195,102435,7787,1250.0,0.8239198404108581,7,94648,0.234897,0.2533895460579384,896.9196843209597,0.8871357474567678,0,55.0
10450,2046-08-12,45,25797,522,0,3,23,30035,48,1,0,0,251,0.2865313932131282,4,0,0.361725008259034,0,4,0,29,15,16362,777,201816,10287,2149.75,0.9021890558147092,4,191529,0.264035,0.3012468457737608,1083.6191963615802,0.6208253035755693,0,52.0
9547,2044-02-21,48,65458,624,0,1,23,26848,108,2,0,0,618,0.2303830139733227,2,1,0.3495733172553704,0,3,0,25,20,9541,1311,127384,24818,5454.833333333333,0.9375838218032976,5,102566,0.259848,0.2589755897902779,643.5513778444914,0.2312722132380136,0,47.0
18223,2067-11-23,43,35454,455,0,1,19,28406,24,1,1,3,659,0.1392992653798459,0,0,0.2184576809395296,0,1,0,26,26,9887,2471,143192,42254,2954.5,0.8314281329227579,2,100938,0.275906,0.2610032240553454,1531.798614868943,0.7415124775322198,0,48.0
3507,2027-08-09,39,29468,626,0,4,13,23601,36,1,0,3,360,0.3746062339124149,7,1,0.1358070083117986,0,3,0,25,5,2144,976,166571,82884,2455.6666666666665,0.8005718877714432,8,83687,0.195601,0.1847788852573587,858.9012658784648,0.4963626710513634,0,49.0
5696,2033-08-06,35,34615,587,0,3,14,27139,60,1,2,2,600,0.1155368902643757,2,1,0.1509948866513277,0,1,0,18,13,21243,7175,45242,39155,1491.25,0.8126017562268714,5,6087,0.238639,0.275259908417364,837.2512821887103,0.9637896276202584,0,50.0
18495,2068-08-21,45,56988,669,0,1,23,21569,48,0,3,1,475,0.3498240616427707,3,0,0.0456052228189527,0,3,0,19,1,3360,1735,32807,36021,4749.0,0.8049256730021671,9,6201,0.182069,0.1640012550463123,615.7005704619386,0.2296695242076097,0,48.0
2975,2026-02-23,41,43074,610,0,1,17,13633,108,0,1,3,498,0.2892009690055529,5,1,0.0509874983543908,0,3,0,23,24,7592,891,45402,49455,3589.5,0.6872357377991742,4,6193,0.253633,0.2570907163311824,325.0094833871104,0.2292824859693858,0,48.0
7717,2039-02-17,54,36280,475,0,3,27,22641,48,3,0,2,612,0.2000188313934675,3,1,0.0516223663333356,0,3,0,24,15,12365,366,75030,7635,3023.333333333333,0.9019405829643528,7,67395,0.280141,0.2699322328398968,776.0991262247652,0.4591287076818408,0,49.0
426,2019-03-03,28,27792,550,0,0,4,33448,48,0,3,3,575,0.4369068049171665,3,0,0.2043230972272642,0,0,0,34,14,4679,1151,39139,28880,2316.0,0.7590460434067495,4,10259,0.253448,0.2394570935086461,1089.462537105807,0.7186798519455126,0,55.0
14893,2058-10-11,20,54056,568,0,0,0,6422,96,1,4,0,775,0.422569703300264,3,2,0.0312416168703151,0,3,0,30,6,12970,773,362881,3612,4504.666666666667,0.7590162376161338,2,359269,0.257422,0.2059376,136.94889419508152,0.2024453664781148,1,37.6
11914,2050-08-15,26,83025,589,1,1,2,13939,36,1,1,0,349,0.4675129355246773,5,1,0.4715354869317512,0,4,0,18,28,2337,2684,62374,105877,6918.75,0.9410417555007417,2,9102,0.204439,0.2001287246591277,518.1146170063741,0.1253282192601805,1,47.2
4457,2030-03-16,24,18364,585,0,3,2,17787,36,1,0,2,493,0.0692396140867879,2,0,0.1704385819860949,0,3,0,29,14,3746,2047,427245,28543,1530.3333333333333,0.8535116706025686,1,398702,0.210287,0.1909430570709534,652.8490357929634,0.7487578103635134,0,45.0
16536,2063-04-11,33,57302,579,0,3,11,25023,84,0,3,0,605,0.2025046713759018,4,0,0.307165820998485,0,1,0,24,25,7864,1977,40657,13917,4775.166666666667,0.8808842792523562,1,26740,0.260523,0.2256045049752247,594.8769332106349,0.2512743568902938,0,54.0
13708,2055-07-14,25,77013,587,0,0,1,16127,48,2,2,3,161,0.1623495388828454,2,0,0.2259810435688266,0,2,0,25,7,10291,1028,11606,2579,6417.75,0.8025727925084352,2,9027,0.217627,0.2159486713813395,504.5581099317869,0.103705833030546,0,52.0
110,2018-04-21,18,87673,608,0,4,0,10667,72,2,3,0,725,0.2219630213117185,4,0,0.3856831470770867,0,0,1,23,19,1134,551,71561,5492,7306.083333333333,0.7363489048266613,5,66069,0.221667,0.2400203909193612,280.84150732555884,0.1376717813683426,1,43.2
15153,2059-06-28,48,21864,521,0,1,22,46307,48,1,0,3,266,0.2168987011211073,3,1,0.5847934961182834,0,3,1,17,15,560,1579,33617,23991,1822.0,0.9965626116035908,4,9626,0.280807,0.2741439467387206,1598.419382555138,1.023281768691075,0,66.0
10622,2047-01-31,45,48276,623,0,3,22,20293,24,1,2,3,281,0.2417097285520601,2,1,0.0872248059640689,0,1,0,18,13,11588,907,258635,40631,4023.0,0.9319080967456588,2,218004,0.183793,0.1990450804200046,1031.8821100982605,0.3263440492414269,0,44.0
18266,2068-01-05,19,29959,565,0,0,0,24245,60,1,3,0,399,0.3041113716818235,3,0,0.0970966601875504,0,2,0,27,27,363,671,225459,53244,2496.583333333333,0.952312664027173,4,172215,0.246745,0.2457829787193284,705.6412723040283,0.4424612059030121,0,48.0
4481,2030-04-09,43,69215,544,0,1,21,12633,24,1,3,0,626,0.2355263362393984,2,2,0.0619252624395809,0,3,0,22,10,19063,280,37726,31748,5767.916666666667,0.7661347617986235,8,5978,0.215633,0.2378198070961106,666.5466985539449,0.2240924710344194,0,50.0
12841,2053-02-27,25,63725,626,0,0,4,13203,48,1,2,3,822,0.3482955434397146,2,3,0.1459669774879223,0,2,1,32,7,3157,1149,7864,13503,5310.416666666667,0.6886677787953052,6,4589,0.195203,0.1694756970266557,380.6150785504304,0.2264634122025133,0,54.0
13246,2054-04-08,71,141105,564,0,1,45,27730,48,1,3,3,1022,0.3254633159633179,3,1,0.1071561089085489,0,4,0,30,21,6368,1736,20308,26778,6687.5,0.913548092583664,4,1648,0.24073,0.2611577033222198,936.7879635114164,0.2929028730484361,0,48.0
13379,2054-08-19,46,27960,631,0,0,25,34374,36,1,1,0,240,0.5572840445621099,4,1,0.4917421924091359,0,3,0,24,11,693,2878,77152,27365,2330.0,0.8589152633059405,4,49787,0.203874,0.2091382751251382,1293.5224112664428,0.658164125007057,0,56.0
11549,2049-08-15,28,26314,610,0,1,6,25819,48,2,1,1,915,0.4461944553198078,4,0,0.3001547290796333,0,1,0,28,2,2110,808,34094,4453,2192.833333333333,0.6953909211574409,5,29641,0.215819,0.2214911396131844,815.5469925411765,0.7891830930491037,0,58.0
18585,2068-11-19,26,142199,534,0,3,4,54583,60,1,1,0,258,0.1817112050923679,3,1,0.3887913475239274,0,3,0,20,10,1408,2747,43301,9877,11849.916666666666,0.6967124809404441,4,33424,0.292583,0.3175440493926323,1825.214383042097,0.1757999183996031,0,51.0
5374,2032-09-18,45,54525,604,0,1,23,9790,60,1,3,0,406,0.5384276511444507,3,1,0.2519691702148857,0,1,0,24,15,669,2618,49782,9706,4543.75,0.8463261675920352,4,40076,0.2127899999999999,0.2219049477959904,271.4505612658968,0.1490950341162909,0,50.0
5740,2033-09-19,44,92158,604,0,1,19,20827,72,1,0,2,589,0.2095274373477773,2,1,0.3574609834558527,0,3,0,19,24,4268,2570,40186,11415,7679.833333333333,0.7194789738555947,6,28771,0.233827,0.2101304562665402,511.1706089643581,0.1432544901969693,1,40.0
2179,2023-12-20,40,49272,545,0,2,18,13651,72,2,0,0,151,0.3420640079411434,1,0,0.3179729395607203,0,3,0,26,16,13408,5136,248610,15785,4106.0,0.832469557444901,2,232825,0.256151,0.2627662029167153,378.484907768323,0.1289539473376334,1,40.8
8495,2041-04-05,48,47305,558,0,2,28,14680,36,2,3,3,621,0.3574361755232259,4,1,0.3043596065362068,0,3,0,18,24,2811,934,33652,76070,3942.0833333333335,0.8056142483341779,5,10072,0.22068,0.176544,528.175566091356,0.2915147826465758,1,44.0
2061,2023-08-24,38,34958,609,0,3,14,32416,48,3,1,2,312,0.5053479008991859,3,0,0.485023031233573,0,2,0,19,5,334,460,50685,71307,2913.1666666666665,0.6279602257254421,5,4229,0.222916,0.1783328,949.3982800163188,0.432999009102232,0,57.0
5816,2033-12-04,30,53322,617,0,0,7,21072,60,3,0,2,477,0.0640602142702743,2,1,0.5140753110017742,0,0,0,21,1,3904,882,65895,9324,4443.5,0.9032667811401736,4,56571,0.217572,0.2130360151946007,573.6730443511558,0.2364516809612143,0,56.0
4232,2029-08-03,32,33837,571,0,2,9,38790,36,1,4,0,313,0.243962243494411,4,1,0.1890249678521973,0,3,0,27,17,1163,5461,51263,56591,2819.75,0.661673686829428,7,4232,0.23829,0.2207915183446124,1482.996509768417,0.636934660792062,0,51.0
8542,2041-05-22,31,65199,550,1,3,9,17642,24,1,5,2,311,0.0588384218165915,6,1,0.2714168754739998,0,0,0,29,18,7669,1002,119239,44861,5433.25,0.8118185449907072,5,74378,0.2176419999999999,0.2342447771709989,927.6919616429144,0.2279836123209707,1,41.6
1978,2023-06-02,30,43173,521,0,3,8,16615,36,1,3,2,599,0.4326307563515081,4,2,0.263841141237694,0,0,0,18,27,17590,1177,26546,31557,3597.75,0.8583135123515286,8,4277,0.241115,0.2188852088528056,633.5765679640004,0.3425965028042527,0,54.0
5340,2032-08-15,27,45164,626,0,4,5,49761,84,1,2,3,335,0.1593465324571576,4,1,0.6783659675230792,0,1,1,16,2,13851,1758,230610,59108,3763.6666666666665,0.7345937448777405,2,171502,0.261761,0.2575461338548136,1283.640058451319,0.4300699827609562,0,61.0
5061,2031-11-10,52,34281,583,0,4,30,6619,36,0,0,0,236,0.33937372528293,2,0,0.1355982740026452,0,0,0,21,21,2690,453,78769,21306,2856.75,0.9486060029259016,4,57463,0.200119,0.196310386919812,244.74318244835837,0.168283252804186,1,39.2
9121,2042-12-22,22,96523,538,0,0,0,28201,36,2,0,3,174,0.2880761266082711,2,1,0.3949329662933375,0,1,1,23,27,2077,5667,108714,17437,8043.583333333333,0.8533005646499486,5,91277,0.244201,0.2529359830528066,1125.6505571342736,0.1615760666951015,0,57.0
14583,2057-12-05,36,20596,596,1,3,15,15943,36,1,1,0,782,0.610901482075347,1,3,0.4085801396989638,0,0,0,23,20,389,2667,77693,16445,1716.3333333333333,0.7069486774066781,2,61248,0.202943,0.212915500876539,603.0427953786051,0.8069777405585193,0,61.0
4367,2029-12-16,40,32671,587,0,0,16,11108,72,1,1,3,181,0.5083439987652816,6,0,0.3028703521248744,0,3,0,24,11,2137,3032,168426,19163,2722.583333333333,0.7295635279734402,10,149263,0.232608,0.2679814544410299,311.5901188053347,0.1809274716312331,0,52.0
10628,2047-02-06,51,71288,607,0,4,27,26776,72,1,0,2,627,0.4541383193769913,6,2,0.2034423307150707,0,4,0,28,16,7526,1087,220757,26849,5940.666666666667,0.9321626070785792,3,193908,0.238276,0.25611671773622,731.3522910961793,0.2286531743512814,0,46.0
9905,2045-02-13,24,44589,562,0,0,3,19192,48,1,3,3,480,0.3622351285942799,4,3,0.0727937095128582,0,4,0,18,19,1335,1038,125520,16761,3715.75,0.8588135630892135,4,108759,0.2331919999999999,0.2434239536938112,629.3327876103676,0.2985488226092626,0,47.0
11064,2048-04-17,55,32419,486,0,1,32,47658,60,1,0,2,204,0.0185777473540174,4,1,0.6553791731980203,0,1,0,23,15,3588,2524,36762,60744,2701.583333333333,0.8263750598881661,6,2778,0.309658,0.2721072981913103,1461.261159035596,0.6164019219725207,0,58.0
3542,2027-09-13,50,28877,611,0,4,29,16904,60,0,1,3,531,0.1884589094156444,6,1,0.301051480464547,0,4,0,18,18,1668,1279,281521,11563,2406.4166666666665,0.7822740268215382,4,269958,0.2164039999999999,0.1731232,422.9518953946696,0.3964200832751337,1,36.8
17883,2066-12-18,45,59107,608,0,3,21,14945,72,2,0,3,861,0.2362687593229296,3,1,0.1432337123596652,0,0,0,28,11,1207,388,16340,69731,4925.583333333333,0.5167387558962756,4,7839,0.225945,0.2336695464371791,387.731151932222,0.2535194447897316,0,47.0
12567,2052-05-29,35,42431,611,0,1,15,24939,24,1,4,0,199,0.0954683753200414,1,1,0.1170111271754431,0,2,1,20,29,3376,926,100049,13097,1804.25,0.9238624378479496,4,86952,0.1944389999999999,0.1601551425156235,1221.2758903691035,0.7871835335286704,0,51.0
5316,2032-07-22,21,19460,530,0,3,0,13606,96,2,0,0,269,0.2871143172993516,2,0,0.0893390992625548,0,3,0,25,7,7294,2740,77653,9290,1621.6666666666667,0.4770483149689373,7,68363,0.283606,0.2671999896339257,344.56120245145166,0.3783522317275138,0,51.0
6070,2034-08-15,46,47229,642,0,0,25,26881,84,2,0,3,294,0.1580150026674522,5,0,0.3151693437408095,0,0,1,16,3,2208,489,11094,22481,3935.75,0.5947881846270058,7,9113,0.230881,0.2299715595250558,646.3648191386152,0.238929001877308,0,60.0
15761,2061-02-25,36,25786,559,0,0,14,18907,72,1,0,2,396,0.1778117471216991,4,0,0.4594404462103011,0,0,1,28,20,2088,336,205595,87002,2148.833333333333,0.8533137570044323,8,118593,0.254407,0.2892568178282081,555.7715713629046,0.4429247985866305,0,59.0
18450,2068-07-07,32,57933,547,0,4,8,23681,48,1,1,2,364,0.3973689021607003,4,1,0.3037407144985657,0,3,0,22,16,1065,1103,45033,72924,4827.75,0.8034573933681731,6,8695,0.245181,0.2497737334949955,784.8951321967743,0.2379773460093779,0,54.0
7057,2037-04-28,39,51969,543,0,3,16,33832,60,2,1,0,207,0.08402797821816,4,0,0.1976550244898856,0,2,0,33,9,1048,1818,75877,41625,4330.75,0.6368666818620998,4,34252,0.267332,0.2511961446676924,995.3878649503038,0.2776396386192469,0,50.0
10990,2048-02-03,38,55662,557,0,0,15,24755,36,0,0,3,970,0.5715412737699367,2,0,0.128338298944456,0,3,0,22,5,4079,1729,79076,29668,4638.5,0.711055076372429,6,49408,0.231255,0.2117550480928963,934.8784732600516,0.4106669124199745,0,53.0
4848,2031-04-11,33,61209,597,0,1,8,22754,36,2,0,2,379,0.2796076471746552,2,1,0.6273882149418927,0,3,0,16,25,1574,312,198018,15760,5100.75,0.6798513172751095,3,182258,0.209254,0.2183013351208648,866.9872911461879,0.2442753107182645,1,43.2
4290,2029-09-30,46,49482,644,0,2,24,17093,36,1,1,3,303,0.1909073169871319,2,0,0.2359053395582547,0,3,0,14,21,2077,428,94289,18098,4123.5,0.7215543529394883,3,76191,0.180093,0.1800050250463891,617.9572057248233,0.2233435687461679,1,37.6
18709,2069-03-23,49,50484,570,0,1,29,14833,36,1,0,3,766,0.4950512507117858,3,0,0.527374701762259,0,1,0,15,22,3201,1216,53575,27621,4207.0,0.7840991953047461,6,25954,0.214833,0.2234616381085189,569.138749768431,0.3173612431111079,0,59.0
19985,2072-09-19,28,41949,634,0,1,9,32844,48,2,1,0,442,0.4053987035178941,1,3,0.0761710743251944,0,2,0,26,21,2363,87,7898,11143,3495.75,0.955500991744934,4,5467,0.210844,0.1995625227136738,998.689434565578,0.41212599143691,0,49.0
11828,2050-05-21,30,30245,579,0,3,9,21205,36,2,1,3,575,0.1991227964216679,2,1,0.0457791400025989,0,1,0,34,7,8547,938,9704,2879,2520.4166666666665,0.8310284732996527,4,6825,0.216705,0.2022851514295176,790.5249502391069,0.5417853993344118,0,51.0
3962,2028-11-06,40,38697,617,0,1,19,56256,36,2,1,0,238,0.2697324998291862,4,0,0.3672112244471741,0,3,0,17,18,2297,2454,140534,25417,3224.75,0.8858922564952076,4,115117,0.232756,0.2241410529374223,2160.512529010619,0.7437824727531185,0,48.0
19669,2071-11-08,29,51734,605,0,3,5,19679,48,1,0,0,156,0.4425884000042983,7,2,0.2637988364742228,0,3,1,33,24,746,141,36739,25285,4311.166666666667,0.7120441457258726,9,11454,0.212179,0.2118321480820873,611.3148394591886,0.1779831073087382,0,56.0
19424,2071-03-08,43,65415,565,0,2,23,11565,72,1,5,0,493,0.2128208730602657,3,3,0.5851744156366584,0,2,0,22,6,1987,558,174785,15990,5451.25,0.8865090421570194,3,158795,0.2440649999999999,0.2629446689980471,320.7772429643836,0.1492826861663625,1,44.8
17807,2066-10-03,27,57258,631,0,1,8,40576,48,1,3,3,573,0.395752081737295,4,1,0.3496628211851802,0,1,0,22,17,1343,455,45263,5818,4771.5,0.9326441158753224,0,39445,0.220076,0.2142994609668328,1265.8662647042731,0.3853853640792776,0,51.0
16659,2063-08-12,52,130418,602,0,1,30,16302,12,2,2,0,353,0.3327773177294384,3,1,0.2325076893231452,0,1,1,25,11,499,538,37638,77148,10868.166666666666,0.7684492866183976,6,3745,0.180302,0.2061800517797742,1514.953628274257,0.1718738482363714,1,42.400000000000006
5731,2033-09-10,40,125393,624,0,0,15,16812,48,0,4,2,461,0.2440382787096754,2,2,0.5648896833811057,0,3,0,36,28,851,1620,112242,28323,10449.416666666666,0.9421232629879722,1,83919,0.199812,0.2110307239876834,521.5277543715918,0.0940270433952381,1,40.8
18626,2068-12-30,19,43991,612,0,1,0,15234,36,1,3,0,738,0.6616482957666076,6,1,0.4547929330839595,0,2,0,31,6,11074,114,24709,46126,3665.9166666666665,0.8920042901667605,2,3306,0.194234,0.1692264463029006,542.5473456228793,0.3493116352770919,0,58.0
